tx_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,receiver_country,purpose_code,customer_id,risk_rating,kyc_completed,retention_period,initiator_id,approver_id,source_of_funds
41e8cef8-af5c-40d4-9024-5f1b21fe538e,2004-07-12T07:38:22,5380.9,EUR,3816553905582568,0877456578176174,US,FR,CASH,d87bc93e-17f8-4337-bba1-f7e63f59c83c,Medium,True,3.0,EMP-9066,EMP-7536,Investment
acd5735a-470b-471c-9fc1-6043d2783539,1993-01-03T17:40:01,13655.78,GBP,2467663179996945,2607381741695736,US,US,PAYMENT,4b77f2c8-f5a2-4873-ba69-4304b8479f7e,High,False,7.0,EMP-8506,EMP-3667,Gift
4b711d56-f69f-45f8-80b7-e4dce125f5ff,1979-12-19T21:27:10,12058.88,USD,3433365445889368,0016891702905552,DE,CN,CASH,147a4938-d8bb-4d51-866b-797ba757571b,Low,True,5.0,EMP-9126,EMP-0029,
d213c3b8-ffa0-4d1a-9b99-17864fd68408,1987-10-08T04:08:44,7210.29,USD,6697894436699925,2014247229324137,DE,FR,TRANSFER,b0eb3c4e-0127-4bf2-9c2c-ddcb29e196ef,Low,True,3.0,EMP-4035,EMP-2793,Gift
2a6dac9c-46ac-4282-b665-db766452ea39,2010-02-28T21:07:25,7359.76,USD,6710017984415665,8998836625127090,DE,CN,CASH,67c6ffb5-f0dd-4e6f-9ce9-e06b5f9d96fb,Medium,False,10.0,EMP-2548,EMP-9189,Investment
5a7a0c19-ddf5-4b87-9cb9-94b4b66e78f2,1979-11-30T12:54:31,14098.36,GBP,7067781553770486,5461474340228608,DE,BR,PAYMENT,54e1f20b-f8db-4f29-971d-09a7af95e552,High,True,7.0,EMP-4522,EMP-1656,
5eb6bdce-5e2c-484b-84f6-a74fb207394c,2002-11-12T01:20:00,6193.32,USD,1546972162448512,3146548153878510,FR,CN,PAYMENT,466d39d1-94c6-4576-9b3d-ffbe3aabe5a8,High,True,5.0,EMP-8451,EMP-4565,Salary
fb2125bf-777a-4532-9d9e-f7223d017428,2019-05-04T12:15:27,5981.92,USD,4564085610918789,2027671441685056,CN,DE,CASH,f8832385-9b95-46b8-b4f8-ab9fd600521c,High,True,1.0,EMP-7075,EMP-9939,Salary
276c180e-89c3-4010-813c-3bbae3078cdd,1987-04-29T17:09:56,2009.88,GBP,9100864673426396,7381126163221579,DE,CN,TRANSFER,7641ee95-2f18-4ee2-a852-bddffa187fbf,High,False,10.0,EMP-7655,EMP-8310,Salary
a4c330d2-39be-42bf-909b-5ea81b161146,2021-06-23T21:44:34,4914.82,GBP,6295534795563908,0734511553670563,DE,BR,CASH,753f43a9-0e9c-4c5d-867b-728e2a01ad2e,Low,True,5.0,EMP-4812,EMP-8538,Salary
9dd8ff03-7de9-4264-baa9-b554e5be1926,1988-01-04T19:06:57,10962.83,USD,5481162123990921,2422694853868872,DE,US,CASH,917eb0f8-f4c7-44be-b8a5-ef6c56cc3fda,High,False,1.0,EMP-9724,EMP-0070,Gift
6188a865-76a9-46e8-b616-e99956a95247,1980-10-29T18:48:53,1065.98,GBP,3552150470448665,7209837873731744,FR,FR,CASH,1594202c-1d0a-456f-8b88-42b71d5fa44b,High,False,5.0,EMP-3664,EMP-7370,Investment
a368f41f-9b47-454e-b38b-c2a703590588,1999-06-26T02:57:20,4273.19,EUR,1560042834178799,8345505462908102,DE,BR,PAYMENT,9eba8ec1-8227-47e0-be55-d42cc84cb317,Medium,True,1.0,EMP-4170,EMP-4702,Salary
7e14c67f-0daf-44d5-aa9c-2ad0d517ff6a,2014-04-23T18:19:45,2329.28,GBP,6792420579730069,7393462249367303,BR,BR,CASH,dca0f5a3-df36-4896-a95f-b8174a2d4eea,Low,True,5.0,EMP-2853,EMP-5128,
3358a5e2-7a2f-4673-9ca4-14bd79fb09f5,1998-08-26T15:50:49,10642.48,USD,0290681538216432,2023025263310926,BR,DE,CASH,804db318-9767-43af-a175-760981ed7fed,Low,True,10.0,EMP-4478,EMP-3821,Salary
ef71957b-683f-4c54-b35e-c8e61d11b2bb,2020-09-08T19:39:55,18200.71,USD,3284348319955440,9414814452371022,DE,BR,PAYMENT,e0483752-490f-40a3-bd2f-712d3257c6d6,High,True,3.0,EMP-7798,EMP-9284,Investment
99c0f321-cdfd-49d5-8cc0-dd11aafe2837,1975-12-24T16:54:59,15862.27,EUR,3648455505261784,3972106436198602,DE,DE,CASH,c52e6d77-b188-42ac-b75d-725fb1b90fb8,Low,False,7.0,EMP-8977,EMP-6426,Salary
eccccd52-5709-4a89-a0a9-522327a7dc1f,2011-05-08T21:00:52,3838.22,EUR,2658083498157670,2672322413359341,CN,DE,PAYMENT,90f54be6-4068-4135-9e7d-aa2d6a3ec4f9,Medium,True,7.0,EMP-8645,EMP-1710,Investment
1eec7481-4423-49ed-9a76-d330b9f97766,1988-02-07T21:05:50,258.69,EUR,9853484055586195,5928528583198388,FR,US,TRANSFER,75f87f98-f5d9-41c4-85db-09acfbec39e9,High,False,7.0,EMP-0532,EMP-0575,Salary
74386ef9-b215-41e5-8caa-410878825b5e,1973-05-06T03:52:33,225.12,GBP,6429168591619801,0388545208367066,DE,DE,TRANSFER,e6a200b5-5b8c-42e2-8ec2-2a0c9aed8435,Medium,False,1.0,EMP-4018,EMP-9179,Investment
64b6cb3f-5550-4ebf-8b54-a6c4d042b4a5,1976-09-01T08:36:19,5814.69,USD,7678238544982355,0507008495621215,US,FR,CASH,43be21a7-b5b3-4acf-84a6-40f062474f48,Medium,True,10.0,EMP-0029,EMP-8603,Salary
2c43ca0c-904a-4c3b-9a15-ba2feffcf5db,2020-09-11T19:57:15,12550.54,GBP,4751566935290150,4977542302897187,FR,BR,TRANSFER,03fe9b3f-c883-4f3b-bfb6-393659795ca5,High,False,7.0,EMP-5247,EMP-3282,Gift
e3105dca-3307-494b-9728-328d432b64d3,2017-02-13T19:51:26,2434.51,USD,9759993990133745,0863557806181410,DE,DE,PAYMENT,3d0d2742-ea4e-40e9-ad40-cce5d13f42a7,Low,True,3.0,EMP-4775,EMP-4537,
8e5d12f4-2a3e-40c1-9802-ba99342358b0,2001-08-12T10:49:04,10576.94,USD,9656726199718090,1955283101298961,US,DE,PAYMENT,df8e4381-abbb-436b-8a80-7f8781e195c4,Low,False,5.0,EMP-1866,EMP-8178,Investment
78afe133-39d9-496d-b338-2080c9f748d2,2019-02-15T23:14:10,17505.68,EUR,2679728133595463,8320584149482785,CN,BR,TRANSFER,6ebd28aa-8136-4da3-9f95-1341b632d072,Low,True,7.0,EMP-8619,EMP-3797,Investment
4d95bcae-b561-4aee-95c2-6c5c4753adb4,1972-03-05T14:41:48,12250.12,GBP,0344083801137311,5658617465657443,US,DE,PAYMENT,46fa8b90-81a1-4964-88d7-b3133586013e,Low,False,7.0,EMP-7283,EMP-7459,Gift
0de9c5bd-6348-49f2-add4-50fb5f424b0a,1991-05-21T15:17:37,838.19,GBP,1140310228382530,5982337623706824,BR,BR,CASH,c4a3a526-a3d9-4273-a75d-908b87d1e7c7,High,False,10.0,EMP-9882,EMP-7520,Gift
5472611a-e424-4a00-8b18-6d16e815bdc8,2015-04-23T06:52:04,7347.72,USD,3733193223962999,4869248959799012,BR,CN,TRANSFER,3358aee9-e6b9-4990-a26c-e479b8d984e7,Medium,False,7.0,EMP-6142,EMP-9810,
7a8e6b81-bfb1-476c-80ea-af6434d73c0b,2022-03-22T20:51:33,13051.57,GBP,9993078176814732,4552235400857538,CN,FR,TRANSFER,0198555c-cff4-415d-ab95-52d4a365de9f,Medium,True,10.0,EMP-5618,EMP-1344,
67b180a6-69ba-4b2a-bbe2-84a7409e9d71,1978-08-09T09:38:05,18670.54,EUR,4488054320573905,7844009401586050,DE,BR,TRANSFER,9a6366b4-db4a-46ea-97d4-83ec29b82e57,Medium,True,3.0,EMP-1799,EMP-7334,
0d6fbb94-f085-4ff0-8924-70411a5ebfd9,1991-10-19T06:01:23,5677.47,USD,7987437527454502,5134683972987623,BR,CN,TRANSFER,004d9f4f-0371-4575-99f6-6a01fa0fa6c6,Low,False,5.0,EMP-3466,EMP-3461,Salary
c82ec20f-ab35-446c-9d07-eedf4a8f933d,1975-02-16T14:53:05,10819.26,USD,6771833746787353,9877782402598035,DE,DE,TRANSFER,02a7278f-dad9-48fd-ab38-b6e3106e38b4,Low,True,1.0,EMP-1214,EMP-6896,Gift
0eb7372d-0a85-405a-93da-b32283fb9a28,2015-11-28T09:56:31,8142.48,USD,5670748262766700,0685295555549270,BR,DE,TRANSFER,3171ee4b-6bef-4ffa-a646-b7dff69ca90a,High,True,10.0,EMP-1702,EMP-2977,Gift
343ff79b-87d6-4f48-98df-e60c6bacacbb,1971-09-01T10:15:43,8836.28,GBP,5856125679754065,7763638122348341,FR,US,TRANSFER,9c7967c1-0f5f-432f-8080-33adf80b5c20,High,False,7.0,EMP-8848,EMP-4851,Salary
1d33fae8-e7b9-4bae-b73b-a8b404cc8286,1980-08-02T17:51:11,5268.71,USD,6755393856857233,6307443652841611,DE,DE,TRANSFER,e2c0fb72-47fc-43bf-acf9-6581dec44dc4,High,False,5.0,EMP-2827,EMP-4322,
3b3705f5-ed12-48fb-8805-2a1e374ddd65,2017-12-26T20:11:39,5825.58,EUR,2872646865632103,2894692543709743,FR,BR,PAYMENT,047ed584-8af6-4082-8310-c9e01e3db47f,High,False,1.0,EMP-7452,EMP-0457,Investment
54c072ae-d80e-488f-97d3-e60f74052859,2001-08-18T09:16:41,1096.52,GBP,0982696295156826,6029992928844710,DE,US,CASH,3648fd6c-eb78-48a2-b970-c673b7a21390,High,True,3.0,EMP-4766,EMP-3178,Salary
86428b5a-0a50-4faa-beee-816b0b910aed,1995-11-19T02:13:17,1965.09,GBP,6472904531812549,9105348400252275,US,FR,PAYMENT,84caa800-2a7a-4166-9a86-74bd822ad37c,Medium,True,5.0,EMP-4825,EMP-2246,Salary
6aad24a7-3cb6-4fd1-b793-cff7343e0b13,2024-03-29T06:12:36,15642.24,USD,6536778336379176,9365839278276992,FR,CN,TRANSFER,d6e3160d-6941-4655-85f6-344ec61857bd,High,True,1.0,EMP-0583,EMP-7729,Gift
ba7fb759-5552-4721-9589-d5a2ffd729f0,2007-04-05T09:07:10,12577.3,USD,5308684058026187,2911499250614727,FR,CN,PAYMENT,4e05370e-548b-4faf-9e83-9f4605fd3896,Low,True,3.0,EMP-1388,EMP-4088,Investment
136e7dd7-4364-42f3-be2b-5bd694dfd932,2015-12-08T00:09:53,4382.35,GBP,9882239738019143,0180212295628041,DE,DE,TRANSFER,a2b3d010-bd7d-4810-ae3b-80c1156ad3cc,Medium,False,7.0,EMP-3092,EMP-3219,
d47dc465-73c1-4fa6-bbbf-754149aae4b9,1981-06-26T04:27:40,1745.39,GBP,5940191881254031,3281018159750384,BR,DE,TRANSFER,22de4399-405d-4437-9deb-b8b30e14272e,High,True,10.0,EMP-8319,EMP-6479,Investment
37336473-9056-4237-bd5b-ffdf830ccdb1,1972-01-27T13:31:18,2415.26,GBP,5101159069134329,5732617476032120,CN,CN,PAYMENT,94791a39-5992-4217-9b3c-120ee7e05ef6,Low,False,5.0,EMP-3051,EMP-8570,Investment
afee2ee6-dd50-40e5-82c3-46918eacc586,1974-11-28T18:04:47,11546.05,GBP,2648442083016956,0471768501512318,DE,US,TRANSFER,3d367ab5-f6cd-4872-817a-7150bb53ba7e,High,False,1.0,EMP-3661,EMP-2315,Gift
67b3c3a1-5d60-422e-b474-9703aa13abcd,1984-11-30T14:11:33,4303.98,GBP,6564855768172947,7468544236738793,US,BR,CASH,4525f861-56a4-4482-adb8-ed4766c3f1b6,Low,True,10.0,EMP-8386,EMP-2922,Investment
e53090b5-f789-4844-ad2f-48a357a6e0be,2015-06-28T20:12:55,15137.58,EUR,9819592087234673,9459719852732198,US,US,CASH,536f21b2-ce09-4b08-90ca-2504690fce94,High,False,3.0,EMP-1490,EMP-7213,Gift
b0903cca-568f-4608-8d6e-42ab2def9e91,2003-07-18T04:14:44,11282.48,USD,6270381427513300,0303388885979929,FR,CN,PAYMENT,0b3e26b0-a2af-4ed4-9cef-49e77b8f4004,Medium,True,10.0,EMP-4793,EMP-0587,
8e9ad105-e3fa-4423-b364-70a3d4b403de,1985-11-22T03:05:43,4576.56,GBP,7202586134932169,7267694144131825,DE,CN,TRANSFER,5fd0a07a-2b57-4934-81ab-e2d48feb9712,Medium,True,5.0,EMP-2482,EMP-2183,
1aa8e13e-aefb-45b0-9255-ee1c7a857b70,2016-11-17T12:59:29,9593.59,EUR,9740019773449785,3912540427397333,CN,US,TRANSFER,0595ba9c-2a72-4ed9-9e7c-7a14420087f3,Medium,False,10.0,EMP-5964,EMP-0613,Gift
1f30713f-8d59-4a9a-92af-94ce6bb2a181,2003-08-09T05:32:14,5855.07,EUR,5077607679721745,9304695311992900,US,CN,CASH,c487401f-a4c4-4ad4-9c8a-4b772a2ca768,Low,True,1.0,EMP-4679,EMP-0387,
99e61d90-0968-4b53-b3c2-f5e1985093d9,2001-01-14T15:20:39,4594.21,GBP,3495172367075592,0756554271309977,DE,DE,TRANSFER,f7655e84-5b70-4822-841a-399b62c63464,Medium,False,5.0,EMP-4334,EMP-6617,Salary
41cb497e-ea5c-462c-bf7c-a51ff2902ffa,2007-12-21T12:35:43,9067.96,EUR,1862949916051264,3091630414668599,BR,CN,CASH,28d29319-d8e2-4c44-8cc1-d8632a19f4e8,Low,True,5.0,EMP-8844,EMP-6400,
2b51aa03-86fb-4ffd-b9da-0012cc0ecfb5,1972-07-02T17:33:01,11857.62,GBP,3822942192675496,1650386692724986,CN,FR,TRANSFER,3ee540b9-eb7a-4c0e-9b77-5c688863bc04,High,True,5.0,EMP-3745,EMP-5666,Gift
3209d0c1-8254-4088-8111-a9448e058355,1982-01-18T06:51:08,3320.27,GBP,0836176879572865,9046669839714070,CN,DE,TRANSFER,dbeb3292-fe1e-445f-a772-d93a208f4006,High,True,3.0,EMP-9851,EMP-2025,Salary
55f5aba7-946b-4a51-b4a3-13f828e8e76a,1987-08-02T06:49:45,2081.22,GBP,8495567018821145,8710273006981097,BR,DE,CASH,e3f17107-9f91-42be-9f74-615b52d22251,Low,True,1.0,EMP-3262,EMP-1705,Investment
63ef4bd4-f837-44c3-8656-b2a3b43735d4,1971-09-06T10:16:54,10200.71,GBP,6547870884949079,5694049920219004,CN,BR,PAYMENT,196edcb9-a57d-4c98-99ba-315b2621c0be,Medium,True,7.0,EMP-9888,EMP-9560,Investment
3ad27cef-04fa-4498-9fcb-c618fd0538a1,1996-07-29T11:40:51,15261.06,GBP,6017915720832585,5048933398444439,CN,US,PAYMENT,3a18afb6-d83b-4cdf-a555-5da6166ac0a8,High,False,1.0,EMP-1834,EMP-9779,Salary
452fc434-279f-4517-8dbe-12b98b822136,2002-08-01T03:21:21,8129.58,EUR,7614293023740550,9672355533699033,US,US,TRANSFER,1f250663-0769-4688-832a-1cec5a9a5714,High,True,10.0,EMP-2328,EMP-2504,
87076995-abe7-4759-962d-b5286958bd5e,2012-01-01T15:30:31,4050.76,GBP,7248594198360899,8120762405606370,CN,US,PAYMENT,f0f79744-cdec-45fb-bc56-6f4094882d59,Medium,True,5.0,EMP-4265,EMP-5451,Salary
8640dfd1-166d-42a6-87c0-373b33afc787,1987-07-19T07:36:02,755.74,EUR,8294247340607848,5186950089654416,DE,US,TRANSFER,29541b1e-fdfb-4406-ab66-c3dea937087d,High,False,7.0,EMP-9020,EMP-4347,Gift
53bc5c51-ae0f-43cd-8296-5f7311f387e1,1970-08-15T14:29:03,1769.67,GBP,0684126223557105,7405567036176733,CN,FR,PAYMENT,21f37ce9-c899-4ab5-b048-03088da0bfc9,Low,True,3.0,EMP-9509,EMP-2147,
eac6807a-5f09-4a84-9d2f-0269fe494b7c,1997-07-27T06:23:06,10450.61,EUR,5391188941175363,5663899985162953,BR,FR,TRANSFER,012d6649-04d8-4a16-8f78-ef4178b88cb1,High,False,3.0,EMP-8825,EMP-7928,Gift
43805010-81f2-4c91-afa5-c6bf0306c389,2024-08-24T12:06:58,10705.81,GBP,5124820255830776,5186520113265029,BR,FR,TRANSFER,4e609b2a-df47-4f1e-aa9a-a18f8638a358,Low,True,10.0,EMP-7855,EMP-4802,Gift
d926b42c-9087-48bb-ab89-6d530ac670e4,1975-01-27T20:15:49,7770.91,EUR,2380465813603685,2453633421134721,BR,FR,TRANSFER,dbde96f0-1926-40b0-9ed8-31abd45b3eee,High,True,3.0,EMP-8296,EMP-1822,Salary
24dbe900-1fda-49fe-a710-be4cd71e679d,1985-10-27T16:37:05,4702.95,USD,3107299088204050,6724787861120629,FR,CN,CASH,0010dbfe-8b6e-4955-8289-0bd35f90aa50,Medium,False,10.0,EMP-7454,EMP-3751,Investment
b26e3f2b-bade-415e-ab1b-bdc46ce23bd8,1977-03-11T18:06:29,5275.15,GBP,9959618042534114,7895135267687873,US,US,CASH,c050873c-78fe-46ef-b237-4040efa016ed,High,True,10.0,EMP-6682,EMP-9411,Salary
525f2016-b063-4b18-9d06-da1be6f9fc2a,1983-04-09T02:47:18,11389.42,EUR,7569808568119949,9446829122332224,US,DE,PAYMENT,21d8a687-98ac-4f3c-af7f-764a12039e30,Medium,True,1.0,EMP-4240,EMP-6182,
7f9f9bb4-0bf3-4e50-971a-43be3624d2bf,1972-11-21T15:07:49,4429.7,USD,2315688988525371,3148184453607354,BR,US,PAYMENT,3673de31-2a20-4985-bdf6-eb38c9fd8662,Low,False,7.0,EMP-0570,EMP-8203,Investment
b0733520-8df3-41fb-88f0-4bba3da3caab,2019-12-15T23:30:57,71.23,GBP,8122272270482900,8299431342682321,DE,CN,CASH,2355d324-679f-47a5-b526-cfcb9fa7578d,Medium,False,1.0,EMP-8528,EMP-4445,Investment
7136982d-b113-4577-8e2a-2a266008ab0b,1991-04-02T03:00:29,4028.67,GBP,1680427283158654,6885047604317439,CN,CN,PAYMENT,66aeb8f8-8dd8-4d28-8203-ae77fe4266eb,High,True,3.0,EMP-9636,EMP-4097,Gift
f79b295f-dec6-4a88-910d-73f12398cf6a,2020-06-03T13:28:45,15089.47,USD,9864576247590022,2429171650111002,US,US,PAYMENT,958834a0-ce54-4df0-b64b-d6929c628a36,High,True,7.0,EMP-2313,EMP-8990,
5944c375-9f82-4cda-9157-dec34261cc5f,1978-12-05T23:56:18,11502.7,GBP,6102838467122192,2711910367133384,US,US,CASH,c5e10a35-9a8f-4c17-8746-5fd19281c771,High,True,5.0,EMP-6666,EMP-8619,Investment
a5772989-7657-4f0a-84bf-bdcbe37d92d5,2005-02-28T09:23:37,17564.86,GBP,1059124265941321,8863139067902708,DE,FR,PAYMENT,e0859c65-f7de-42d6-8211-5e43639284d2,High,False,1.0,EMP-7919,EMP-3741,
d5f20297-8970-40b4-911b-d7f552a5bde9,2004-04-02T22:18:23,3618.91,EUR,6656661956472266,2832227898235859,BR,BR,PAYMENT,3e326990-1ba1-433e-b9ce-88be1c3cf1f9,Low,False,10.0,EMP-2769,EMP-3298,Investment
6b424cfd-fadb-4f5d-80d6-a4dbb8cc11d4,2008-10-16T11:16:02,18495.83,GBP,9475170302783404,0962350668874721,CN,BR,PAYMENT,6c822ccb-d148-4c2e-805b-13335a3b221d,Medium,False,5.0,EMP-2074,EMP-0298,Gift
b8a03339-06d2-4c52-8816-4c389fb7a2ca,1976-11-12T02:00:59,19434.64,USD,4206992222865383,7683993660077519,BR,DE,TRANSFER,91961cdc-0037-46f8-8774-1b0533171412,Low,True,7.0,EMP-4452,EMP-2318,Salary
0ca2f0de-4bed-4127-9b3e-d9b130927df0,2005-08-02T09:27:21,15579.98,EUR,7978216392969212,3232670204505875,DE,DE,PAYMENT,67094e07-fcf0-471b-823f-8fa279d473c0,High,True,1.0,EMP-3506,EMP-8384,
9d00ce88-59af-40b4-94fb-066984bf9536,1988-06-29T11:04:56,3630.06,GBP,1881914700182769,6528238361396847,DE,BR,PAYMENT,042ce84f-1273-4aa8-90a1-001b9241000a,High,False,5.0,EMP-2874,EMP-3086,Investment
9868f9fa-90b4-41be-9beb-2214befb99e9,2009-02-17T16:27:01,12672.27,USD,6133285176175240,6299476152863069,FR,FR,PAYMENT,01afe5dd-4ce3-466f-bcf9-bfaa98024c3d,High,False,1.0,EMP-5616,EMP-7763,Salary
b8797933-b2a4-471e-b5b4-eb968c569842,2010-10-12T06:23:49,15973.08,USD,0774593970620844,5607796325144806,DE,BR,TRANSFER,998472dd-275d-4f3c-8d80-5875b4c286e4,High,True,3.0,EMP-9061,EMP-8338,Gift
8690a1b3-658e-4bde-927f-b30e1fdbc346,1976-09-18T22:35:27,7842.34,EUR,7211375394264707,9194502050456850,BR,US,PAYMENT,c1310ef9-0978-447b-b1af-f8e44924a9db,High,True,10.0,EMP-5961,EMP-3469,Salary
c7ce4c98-e78e-4573-af86-fe62136075df,1997-09-09T13:43:48,8628.54,GBP,4577406521136979,6198618363720204,US,DE,PAYMENT,ddc05f6f-96e1-4faf-90be-b7e362a80106,Medium,True,10.0,EMP-7839,EMP-2040,Salary
5cac4787-7689-4cb6-baae-2ffb82ad6720,1992-02-17T19:50:24,3690.76,USD,4540547064158358,6986964785681032,FR,CN,TRANSFER,7015e460-f479-49ae-808d-2645140e6aa3,Medium,True,1.0,EMP-1135,EMP-4501,Salary
0f03ec68-ed87-4488-b010-8d453778f19d,2015-11-18T23:42:13,12531.86,GBP,6988609779851153,2463118370754187,CN,US,PAYMENT,e5c697b8-9ca8-4109-b86c-a599b1e02feb,High,False,1.0,EMP-9723,EMP-0854,
734768cb-8508-40a0-bcb1-d4d01c6d7833,1994-09-08T19:30:21,7164.64,EUR,1927087849334525,9929541854760587,DE,CN,PAYMENT,a24de3ab-f24e-4573-9a7b-59205d6b39bb,Low,True,1.0,EMP-0989,EMP-3544,Salary
d27bd656-eac5-4768-8437-d49efbb15445,1997-04-06T00:58:42,1257.53,GBP,6603087611171518,0996779820779494,DE,BR,TRANSFER,a6dd770e-a95a-4f78-897f-9dd257333078,Medium,True,5.0,EMP-4953,EMP-6483,Investment
3069e65d-2902-4aac-a6d1-b5302b4372ac,2014-09-26T19:02:12,13208.35,USD,2567701729704688,0112934520253374,FR,US,CASH,861a2411-0cfe-4729-9f5f-f6e0e70df1ad,Low,True,5.0,EMP-7005,EMP-3739,Investment
a15becc6-66de-4983-b0cc-3cb2bfc95145,1989-05-23T08:02:42,11984.15,EUR,5016537331150416,5588746679656110,US,DE,PAYMENT,78dcbb70-8197-4638-ae0b-7ba6add9dc00,Low,False,7.0,EMP-8209,EMP-3378,Investment
143c110c-ced4-4710-8e4c-eb4b7814068a,1983-10-03T14:42:20,16283.17,GBP,1138416092600970,2066908430995649,FR,BR,CASH,ea9c9e4f-7174-4d82-b5da-b378fdd122c7,Medium,True,7.0,EMP-3098,EMP-1094,Salary
e239543b-0e78-4ed9-a544-b704b884481d,1975-02-04T07:10:59,2086.67,USD,3254257303110810,5775226663258660,FR,DE,TRANSFER,a38b0f39-03a5-4299-892f-4bb29c47900e,Low,False,3.0,EMP-6365,EMP-9645,Gift
9e9a0d9a-095e-4ac3-ad5d-4afab09c751d,1996-04-21T01:02:22,3497.28,USD,4089797162588572,8502812811498453,CN,FR,PAYMENT,c0d888a8-6ad9-478d-9711-5c49d8bc0c32,High,False,5.0,EMP-0129,EMP-1218,Investment
99281b54-8685-4397-ab13-13376e5f9145,2011-01-07T05:06:23,762.64,USD,0921801600281811,0720500162960277,BR,FR,PAYMENT,cd192823-b8e8-4ea5-a704-21eb5df7abe8,Low,True,10.0,EMP-8531,EMP-7730,Salary
